0.0167,132,9,19
0.0167,163,11,19
0.0167,174,12,19
0.0167,190,13,29
0.0167,236,16,29
0.0167,298,21,29
0.0167,343,24,29
0.0167,406,29,29
0.0167,409,29,32
0.0167,411,29,34
0.0167,411,29,34
0.0167,416,29,34
0.0167,421,30,34
0.0167,416,29,34
0.0167,421,30,34
0.0167,426,30,34
0.0167,436,31,34
0.0167,436,31,34
0.0167,436,31,34
0.0167,441,31,34
0.0167,461,32,34
0.0167,471,33,34
0.0167,476,34,34
0.0167,476,34,34
0.0167,476,34,34
0.0167,476,34,34
0.0167,476,34,34
0.0167,476,34,34
0.0167,476,34,34
0.0167,476,34,34
0.0167,476,34,34
0.0167,476,34,34
0.0167,476,34,34
0.0167,476,34,34
0.0167,476,34,34
0.0167,476,34,34
0.0167,476,34,34
0.0167,476,34,34
0.0167,476,34,34
0.0167,476,34,34
0.0167,476,34,34
0.0167,476,34,34
0.0167,476,34,34
0.0167,476,34,34
0.0167,476,34,34
0.0167,476,34,34
0.0167,476,34,34
0.0167,476,34,34
0.0167,476,34,34
0.0167,476,34,34
0.0167,476,34,34
0.0167,476,34,34
0.0167,477,34,35
0.0167,478,34,35
0.0167,480,34,35
0.0167,479,34,35
0.0167,478,34,35
0.0167,478,34,35
0.0167,481,34,35
0.0167,480,34,35
0.0167,479,34,35
0.0167,478,34,35
0.0167,478,34,35
0.0167,478,34,35
0.0167,478,34,35
0.0167,478,34,35
0.0167,477,34,35
0.0167,477,34,35
0.0167,478,34,35
0.0167,477,34,35
0.0167,479,34,35
0.0167,480,34,35
0.0167,484,34,35
0.0167,485,34,35
0.0167,483,34,35
0.0167,486,34,35
0.0167,484,34,35
0.0167,486,34,35
0.0167,484,34,35
0.0167,483,34,35
0.0167,484,34,35
0.0167,486,34,35
0.0167,486,34,35
0.0167,487,34,35
0.0167,489,34,35
0.0167,488,34,35
0.0167,489,34,35
0.0167,490,35,35
0.0167,490,35,35
0.0167,490,35,35
0.0167,493,35,38
0.0167,496,35,38
0.0167,496,35,38
0.0167,496,35,38
0.0167,502,35,38
0.0167,505,36,38
0.0167,505,36,38
0.0167,511,36,38
0.0167,511,36,38
0.0167,517,36,38
0.0167,508,36,38
0.0167,502,35,38
0.0167,499,35,38
0.0167,505,36,38
0.0167,511,36,38
0.0167,520,37,38
0.0167,517,36,38
0.0167,529,37,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,532,38,38
0.0167,534,38,40
0.0167,536,38,40
0.0167,538,38,40
0.0167,540,38,40
0.0167,542,38,40
0.0167,546,39,40
0.0167,546,39,40
0.0167,538,38,40
0.0167,542,38,40
0.0167,542,38,40
0.0167,544,38,40
0.0167,544,38,40
0.0167,542,38,40
0.0167,542,38,40
0.0167,543,38,41
0.0167,547,39,42
0.0167,554,39,42
0.0167,560,40,42
0.0167,568,40,42
0.0167,574,41,42
0.0167,566,40,42
0.0167,562,40,42
0.0167,558,39,42
0.0167,560,40,42
0.0167,570,40,42
0.0167,572,40,42
0.0167,578,41,42
0.0167,580,41,42
0.0167,586,41,42
0.0167,588,42,42
0.0167,588,42,42
0.0167,588,42,42
0.0167,588,42,42
0.0167,588,42,42
0.0167,588,42,42
0.0167,588,42,42
0.0167,588,42,42
0.0167,588,42,42
0.0167,588,42,42
0.0167,588,42,42
0.0167,588,42,42
0.0167,588,42,42
0.0167,588,42,42
0.0167,588,42,42
0.0167,588,42,42
0.0167,588,42,42
0.0167,588,42,42
0.0167,588,42,42
0.0167,588,42,42
0.0167,588,42,42
0.0167,588,42,42
0.0167,588,42,42
0.0167,588,42,42
0.0167,588,42,42
0.0167,588,42,42
0.0167,588,42,42
0.0167,588,42,42
0.0167,588,42,42
0.0167,79,5,13
0.0167,147,10,13
0.0167,164,11,17
0.0167,179,12,18
0.0167,183,13,21
0.0167,217,15,21
0.0167,217,15,21
0.0167,237,16,27
0.0167,280,20,27
0.0167,289,20,27
0.0167,366,26,27
0.0167,362,25,29
0.0167,370,26,29
0.0167,376,26,29
0.0167,378,27,29
0.0167,372,26,29
0.0167,380,27,33
0.0167,396,28,33
0.0167,398,28,33
0.0167,390,27,33
0.0167,404,28,33
0.0167,408,29,33
0.0167,426,30,33
0.0167,444,31,33
0.0167,444,31,33
0.0167,450,32,33
0.0167,456,32,33
0.0167,456,32,33
0.0167,462,33,33
0.0167,462,33,33
0.0167,462,33,33
0.0167,462,33,33
0.0167,462,33,33
0.0167,462,33,33
0.0167,462,33,33
0.0167,462,33,33
0.0167,462,33,33
0.0167,462,33,33
0.0167,462,33,33
0.0167,462,33,33
0.0167,462,33,33
0.0167,462,33,33
0.0167,462,33,33
0.0167,462,33,33
0.0167,462,33,33
0.0167,466,33,37
0.0167,466,33,37
0.0167,466,33,37
